segment,timestamp,longitude,latitude,altitude,horizontal accuracy,vertical accuracy,speed,speed accuracy,course,course accuracy
1,2025-10-15T18:02:38.999416Z,-2.3736741600742843,51.38142649672345,19.846671693958342,10.702849501573308,3.0,0.0,2.696347612650995,101.36642456054688,180.0
1,2025-10-15T18:02:39.999435Z,-2.3736741600742843,51.38142649672345,19.846671693958342,10.617002773616711,3.0,0.0,2.6924640267519626,101.36642456054688,180.0
1,2025-10-15T18:02:40.999451Z,-2.3736741600742843,51.38142649672345,19.846671693958342,10.425718452553738,3.0,0.0,2.7700655097017273,101.36642456054688,180.0
1,2025-10-15T18:02:41.999467Z,-2.3736741600742843,51.38142649672345,19.846671693958342,10.475965335990965,3.0,0.0,4.067500673592065,101.36642456054688,180.0
1,2025-10-15T18:02:42.999482Z,-2.3736741600742843,51.38142649672345,19.846671693958342,10.268175493488181,3.0,0.0,4.069882603618432,101.36642456054688,180.0
1,2025-10-15T18:02:43.999496Z,-2.3737219594246923,51.381427741794276,20.676920189522207,10.027849254987071,3.0,0.12448995674438604,4.066710612192277,101.36642456054688,180.0
1,2025-10-15T18:02:44.999509Z,-2.373727454716213,51.381434055107476,20.859670849516988,9.92941789675098,3.0,0.19320802303173273,4.049483276507792,101.36642456054688,180.0
1,2025-10-15T18:02:45.999523Z,-2.373727968101865,51.38143485876464,20.801395758986473,9.656052151203745,3.0,0.0,4.067840326505765,101.36642456054688,180.0
1,2025-10-15T18:02:46.999535Z,-2.3737166935022898,51.38142875889142,20.788947955705225,9.584390463904972,3.0,0.0,4.078028533147062,101.36642456054688,180.0
1,2025-10-15T18:02:47.999548Z,-2.3737133141594535,51.38142868273583,20.80379030480981,9.591634056634549,3.097140853109104,0.0,4.075052355423905,101.36642456054688,180.0
1,2025-10-15T18:02:48.999559Z,-2.3737202299696256,51.381414017947215,20.864344408735633,9.339043472388365,3.0161577469540743,0.171985511097215,4.064413758714042,101.36642456054688,180.0
1,2025-10-15T18:02:49.999570Z,-2.3737232119116967,51.381412381979644,20.78457651939243,9.333495321956448,3.0,0.04336911544333073,4.070843051951388,101.36642456054688,180.0
1,2025-10-15T18:02:50.999580Z,-2.3737225618682847,51.381414107526055,20.69185451976955,9.046774562834496,3.0,0.07305404864674091,4.078672558377874,101.36642456054688,180.0
1,2025-10-15T18:02:51.999591Z,-2.373722087933295,51.38141546803605,20.515012685209513,8.831868411136872,3.0,0.0,3.5918937580279042,101.36642456054688,180.0
1,2025-10-15T18:02:52.999600Z,-2.373722087933295,51.38141546803605,20.515012685209513,8.627707567089617,3.0,0.0,2.730882280708473,101.36642456054688,180.0
1,2025-10-15T18:02:53.999610Z,-2.373722087933295,51.38141546803605,20.515012685209513,8.433754765244725,3.0,0.0,1.2199836963096293,101.36642456054688,180.0
1,2025-10-15T18:02:54.999618Z,-2.3737236421416803,51.38141809552153,20.480303804390132,8.249499603502107,3.0,0.07917247196963856,1.382805762028493,101.36642456054688,180.0
1,2025-10-15T18:02:55.999627Z,-2.3737244181860997,51.38141872090515,20.403444084338844,8.07445719982706,3.0,0.0,1.3137122923809699,101.36642456054688,180.0
1,2025-10-15T18:02:56.999635Z,-2.3737244181860997,51.38141872090515,20.403444084338844,7.908166916345296,3.0,0.0,1.3198130891520683,101.36642456054688,180.0
1,2025-10-15T18:02:57.999644Z,-2.3737244181860997,51.38141872090515,20.403444084338844,7.750191147037619,3.0,0.0,1.3167320004516623,101.36642456054688,180.0
1,2025-10-15T18:02:58.999651Z,-2.3737244181860997,51.38141872090515,20.403444084338844,7.600114166195325,3.0,0.0,1.196856211375469,101.36642456054688,180.0
1,2025-10-15T18:02:59.999658Z,-2.3737244181860997,51.38141872090515,20.403444084338844,7.457541034395147,3.0,0.0,1.2644862924036064,101.36642456054688,180.0
1,2025-10-15T18:03:00.999666Z,-2.3737244181860997,51.38141872090515,20.403444084338844,7.322096559184978,3.0,0.0,2.7556604489958128,101.36642456054688,180.0
1,2025-10-15T18:03:01.999673Z,-2.3737244181860997,51.38141872090515,20.403444084338844,7.193424307735317,3.0,0.0,2.7606601090928424,101.36642456054688,180.0
1,2025-10-15T18:03:02.999680Z,-2.3737244181860997,51.38141872090515,20.403444084338844,7.473793603076247,3.0,0.0,3.6150793560035113,101.36642456054688,180.0
1,2025-10-15T18:03:03.999686Z,-2.3737244181860997,51.38141872090515,20.403444084338844,8.166437130306434,3.0,0.0,3.591954064643531,101.36642456054688,180.0
1,2025-10-15T18:03:04.999693Z,-2.3737244181860997,51.38141872090515,20.403444084338844,8.7106436546484,3.0,0.0,3.569603478568538,101.36642456054688,180.0
1,2025-10-15T18:03:05.999699Z,-2.3737244181860997,51.38141872090515,20.403444084338844,10.36706438857541,3.0,0.0,4.130007353845925,101.36642456054688,180.0
1,2025-10-15T18:03:06.999704Z,-2.3737244181860997,51.38141872090515,20.403444084338844,9.655324069518906,3.0,0.0,4.100055738561405,101.36642456054688,180.0
1,2025-10-15T18:03:34.999837Z,-2.373970309274619,51.381309139590456,14.372890539467335,29.77302631005494,3.999999999999999,0.38999998569488525,2.839806288775121,183.1387176513672,180.0
1,2025-10-15T18:03:35.999841Z,-2.373927980663603,51.38128483207125,14.27676016651094,28.765556846202706,4.000000000000002,0.38999998569488525,2.8845276056755047,183.1387176513672,180.0
1,2025-10-15T18:03:36.999845Z,-2.3739026673160253,51.38126702052702,14.496181554161012,29.006781508641513,4.0,0.5600000023841858,2.9516098475861554,183.1387176513672,180.0
1,2025-10-15T18:03:37.999849Z,-2.3738618266018254,51.38128058608662,14.633632835932076,28.078500006047033,4.000000000001642,1.1900000572204386,2.059999942792188,177.4683074951172,180.0
1,2025-10-15T18:03:38.999854Z,-2.3735475463619764,51.38130259451611,21.40612728521228,11.472842366806868,3.0,1.124929040696052,3.747274798682586,-1.0,-1.0
1,2025-10-15T18:03:39.999857Z,-2.3735201722519155,51.38129752779993,21.30892390757799,11.7650637822749,3.0,0.8777999527674085,3.7514790333559613,-1.0,180.0
1,2025-10-15T18:03:40.999861Z,-2.3735076501073626,51.381284103329754,21.131912033073604,11.713557972019041,3.0,0.5329656695871414,3.76763373359119,-1.0,180.0
1,2025-10-15T18:03:41.999865Z,-2.3734715465796468,51.3812933981299,21.03096265345812,10.75056717565305,3.0,0.3061859150982336,3.729161649266494,-1.0,180.0
1,2025-10-15T18:03:42.999869Z,-2.373432068774174,51.381305315990346,20.930606898851693,10.167854968210644,3.0,0.08603480491314718,3.7488318237208573,12.893514633178711,180.0
1,2025-10-15T18:03:43.999873Z,-2.3734331441153906,51.38129161528804,20.882581329904497,9.4221143274489,3.0,0.0660655946767621,3.7660614380470623,12.893514633178711,180.0
1,2025-10-15T18:03:44.999876Z,-2.3734284514547976,51.38129278539295,20.864534392021596,9.372530394878572,3.0,0.05269465984732908,3.729203897269508,12.893514633178711,180.0
1,2025-10-15T18:03:45.999880Z,-2.373410594677948,51.38128792830704,20.79569385200739,9.172189275493825,3.0,0.021733464663408236,3.7507992387253424,12.893514633178711,180.0
1,2025-10-15T18:03:46.999884Z,-2.3733922770478553,51.38129311183032,20.750546727329493,9.101220544896028,3.0,0.0,3.7512251417852442,12.893514633178711,180.0
1,2025-10-15T18:03:47.999889Z,-2.3733922770478553,51.38129311183032,20.750546727329493,9.085255644464176,3.0,0.0,3.751836165111203,12.893514633178711,180.0
1,2025-10-15T18:03:48.999892Z,-2.3733922770478553,51.38129311183032,20.750546727329493,9.022096590247868,3.0,0.0,3.7676040106848485,12.893514633178711,180.0
1,2025-10-15T18:03:49.999895Z,-2.3733922770478553,51.38129311183032,20.750546727329493,12.000654457079252,3.0,0.0,3.7421748249553115,12.893514633178711,180.0
1,2025-10-15T18:03:50.999899Z,-2.3733922770478553,51.38129311183032,20.750546727329493,12.00065408613671,3.0,0.0,3.738334553480776,12.893514633178711,180.0
