segment,timestamp,longitude,latitude,altitude,horizontal accuracy,vertical accuracy,speed,speed accuracy,course,course accuracy
1,2025-11-19T16:04:43.999963Z,-2.2524784117323113,51.344864825628626,33.55487280525267,13.581009578722488,3.0,0.34383569759220795,4.945021266291912,82.71923685321929,180.0
1,2025-11-19T16:04:44.999962Z,-2.25249331818172,51.344874356739616,33.50165728572756,14.17387224827679,3.0,0.1386976781242549,5.139647671170415,82.71922535493454,180.0
1,2025-11-19T16:04:45.999961Z,-2.252444506603448,51.34489804285685,33.536349778063595,15.883128020662724,3.0,1.2368349532138738,5.463338599470105,82.71926373585606,180.0
1,2025-11-19T16:04:46.999959Z,-2.252441553737166,51.34488828491542,33.57914334535599,17.786229922650396,3.0,1.2287548852767656,5.809077763290425,82.71926590900851,180.0
1,2025-11-19T16:04:47.999958Z,-2.252410348493864,51.34490413442162,33.54426932986826,20.808870354783586,3.0,1.7674420984595953,6.320382856260633,-1.0,-1.0
1,2025-11-19T16:04:48.999957Z,-2.2524296076411594,51.34492288060363,33.4539949297905,25.470365330702133,3.0,1.606340030069736,6.92604950069367,82.71927568501702,180.0
1,2025-11-19T16:04:49.999956Z,-2.2524855114143776,51.34487860999005,33.407868752256036,16.476041268622563,3.0,0.5652614211024918,4.791916496611391,82.71923149963297,180.0
1,2025-11-19T16:04:50.999955Z,-2.2525311429541226,51.34486291079929,33.413392757065594,16.407871980979554,3.0,0.4072930562283834,4.68684833437617,82.71919570484037,180.0
1,2025-11-19T16:04:51.999954Z,-2.2525612673330944,51.34482883487696,33.61868969164789,15.816760418353159,3.0,0.04159182716947241,4.703918023520905,82.71917175928999,180.0
1,2025-11-19T16:04:52.999953Z,-2.2525662145695002,51.34484466943573,33.57948780152947,15.06444325678746,3.0,0.0,4.717542232381465,82.71916811153821,180.0
1,2025-11-19T16:04:53.999952Z,-2.2525662145695002,51.34484466943573,33.57948780152947,12.880837122796047,3.0,0.0,4.4716378473967975,82.71916811153821,180.0
1,2025-11-19T16:04:54.999951Z,-2.2525978691786763,51.34485792822381,33.58555037062615,12.972737486592841,3.0,0.35096934919814216,4.46119063017402,82.71914360156724,180.0
1,2025-11-19T16:04:55.999949Z,-2.2526021316392026,51.344858464461275,33.45047802012414,13.924742442561469,3.0,0.381684104385723,4.616417371788621,82.71914028457248,180.0
1,2025-11-19T16:04:56.999948Z,-2.2526047403764307,51.344852004892616,33.67583428323269,14.863452487792852,3.0,0.349628745658726,4.759317101151801,82.719138164298,180.0
1,2025-11-19T16:04:57.999948Z,-2.2525950151821728,51.34488144748204,33.68665722105652,16.114258311002057,3.0,0.7066215598611674,4.892806805866182,82.71914613977967,180.0
1,2025-11-19T16:04:58.999946Z,-2.2525873350294767,51.344900279409536,33.53104532882571,17.792636022957552,3.0,0.9714094736018112,4.9934272691868244,82.71915237943956,180.0
1,2025-11-19T16:04:59.999944Z,-2.2525739473232855,51.34490702588167,33.442918543703854,20.490705794487784,3.0,1.1724041075758012,5.20178225143804,82.7191629096144,180.0
1,2025-11-19T16:05:00.999943Z,-2.252610523597964,51.34488763901947,33.38008594419807,17.520522240640602,3.0,0.0,4.677890290715297,82.71913412765808,180.0
1,2025-11-19T16:05:01.999943Z,-2.252600483859284,51.34489998255948,33.4127983013168,19.17699440708813,3.0,0.7827661668284537,4.625246746880164,82.7191421212518,180.0
1,2025-11-19T16:05:02.999941Z,-2.252582371356279,51.344870589778004,33.22330670244992,18.62615427416157,3.0,0.6692670297223998,4.68762267558793,82.71915585592217,180.0
1,2025-11-19T16:05:03.999940Z,-2.2525541139608833,51.34487674406122,33.274062373675406,19.171340550460165,3.0,0.8385886911853885,4.777969585235825,82.71917797449258,180.0
1,2025-11-19T16:05:04.999940Z,-2.2525975369138664,51.34486163391382,33.265204198658466,17.710627407629254,3.0,0.2618766632147348,4.152892210603382,82.71914390992379,180.0
