#time,trackpoint_type,latitude,longitude,altitude,accuracy_horizontal,accuracy_vertical,speed,altitude_gain,altitude_loss,sensor_distance,heartrate,cadence,power
"2025-11-13T11:46:18.201Z","SEGMENT_START_MANUAL",,,,,,,,,,,,
"2025-11-13T11:46:19.38Z","TRACKPOINT",51.37575,-2.437195,114.8,2,,0.24,,,,,,
"2025-11-13T11:46:28.79Z","TRACKPOINT",51.375753,-2.43721,114.8,2,,2.99,,,,,,
"2025-11-13T11:46:29.39Z","IDLE",51.375753,-2.43721,114.8,2,,2.99,,,,,,
"2025-11-13T11:46:46.784Z","TRACKPOINT",51.375776,-2.43705,111.6,2,,3.39,,,,,,
"2025-11-13T11:46:49.796Z","TRACKPOINT",51.375798,-2.436883,110.1,2,,7.08,,,,,,
"2025-11-13T11:46:51.801Z","TRACKPOINT",51.375841,-2.436745,109.3,3,,10.24,,,,,,
"2025-11-13T11:46:53.787Z","TRACKPOINT",51.375921,-2.436613,108.3,3,,13.32,,,,,,
"2025-11-13T11:46:55.778Z","TRACKPOINT",51.376051,-2.436496,107.4,3,,16.88,,,,,,
"2025-11-13T11:46:56.775Z","TRACKPOINT",51.376138,-2.436426,106.4,2,,27.06,,,,,,
"2025-11-13T11:46:58.774Z","TRACKPOINT",51.376285,-2.43634,105.5,2,,26.21,,,,,,
"2025-11-13T11:47:00.774Z","TRACKPOINT",51.376403,-2.436261,105.6,2,,24.89,,,,,,
"2025-11-13T11:47:02.775Z","TRACKPOINT",51.37652,-2.436216,105,2,,24.12,,,,,,
"2025-11-13T11:47:04.779Z","TRACKPOINT",51.376643,-2.43618,106.1,2,,23.26,,,,,,
"2025-11-13T11:47:06.792Z","TRACKPOINT",51.376746,-2.436169,106.2,2,,22.88,,,,,,
"2025-11-13T11:47:08.775Z","TRACKPOINT",51.376856,-2.43616,105.2,2,,21.48,,,,,,
"2025-11-13T11:47:10.798Z","TRACKPOINT",51.376961,-2.436153,103.8,2,,19.9,,,,,,
"2025-11-13T11:47:12.793Z","TRACKPOINT",51.377053,-2.436173,104.1,2,,17.49,,,,,,
"2025-11-13T11:47:15.793Z","TRACKPOINT",51.377168,-2.436185,108,2,,15.83,,,,,,
"2025-11-13T11:47:17.796Z","TRACKPOINT",51.377268,-2.436196,110.5,2,,20.24,,,,,,
"2025-11-13T11:47:19.787Z","TRACKPOINT",51.37739,-2.436218,110.7,2,,22.51,,,,,,
"2025-11-13T11:47:21.793Z","TRACKPOINT",51.377481,-2.436251,110.9,2,,20.16,,,,,,
