type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2025-11-14 13:23:33,51.53245123,0.10515120,3.79,41.913,,15.500,73,31,41,,
T,2025-11-14 13:23:34,51.53249282,0.10536548,3.79,42.581,,15.840,72,31,41,,
T,2025-11-14 13:23:35,51.53253880,0.10557742,4.08,42.518,,15.640,71,30,41,,
T,2025-11-14 13:23:36,51.53256522,0.10577232,3.79,42.962,,14.630,72,30,41,,
T,2025-11-14 13:23:37,51.53260479,0.10596761,3.79,43.894,,14.100,72,29,41,,
T,2025-11-14 13:23:38,51.53263490,0.10614124,3.79,42.529,,13.320,71,31,41,,
T,2025-11-14 13:23:39,51.53267289,0.10631785,3.79,42.962,,12.830,72,31,41,,
T,2025-11-14 13:23:40,51.53270957,0.10648798,3.79,43.094,,12.170,72,30,41,,
T,2025-11-14 13:23:41,51.53274160,0.10665652,3.79,43.180,,12.000,74,30,41,,
T,2025-11-14 13:23:42,51.53276433,0.10681184,3.79,43.517,,11.080,75,30,41,,
T,2025-11-14 13:23:43,51.53278796,0.10695165,3.79,43.006,,10.580,75,31,41,,
T,2025-11-14 13:23:44,51.53281020,0.10708028,3.79,43.425,,9.350,76,31,41,,
T,2025-11-14 13:23:45,51.53282959,0.10718547,3.79,42.708,,7.870,74,31,41,,
T,2025-11-14 13:23:46,51.53284247,0.10726754,3.79,44.500,,5.850,75,31,41,,
T,2025-11-14 13:23:47,51.53284101,0.10730829,3.79,43.664,,3.680,76,31,41,,
T,2025-11-14 13:23:48,51.53284388,0.10733099,3.79,44.034,,1.230,75,31,41,,
T,2025-11-14 13:23:49,51.53284000,0.10733244,3.79,43.084,,0.000,,31,41,,
T,2025-11-14 13:23:50,51.53283766,0.10733498,3.79,42.760,,0.000,,31,41,,
T,2025-11-14 13:23:51,51.53283831,0.10733616,3.79,43.047,,0.000,,31,41,,
T,2025-11-14 13:23:52,51.53283835,0.10733560,3.79,43.080,,0.000,,31,41,,
T,2025-11-14 13:23:53,51.53283939,0.10733681,3.79,43.140,,0.000,,31,41,,
T,2025-11-14 13:23:54,51.53283855,0.10733633,3.79,43.044,,0.000,,31,41,,
T,2025-11-14 13:23:55,51.53283905,0.10733804,3.79,42.897,,0.000,,31,41,,
T,2025-11-14 13:23:56,51.53283707,0.10733687,3.79,42.447,,0.000,,30,41,,
T,2025-11-14 13:23:57,51.53283692,0.10733468,3.79,41.998,,0.000,,30,41,,
T,2025-11-14 13:23:58,51.53283726,0.10733675,3.79,41.638,,0.000,,31,41,,
T,2025-11-14 13:23:59,51.53283631,0.10733604,3.79,41.575,,0.000,,31,41,,
T,2025-11-14 13:24:00,51.53283367,0.10733481,3.79,41.232,,0.000,,31,41,,
T,2025-11-14 13:24:01,51.53283302,0.10733440,3.79,41.193,,0.000,,31,41,,
T,2025-11-14 13:24:02,51.53283681,0.10734527,3.79,41.289,,0.790,83,31,41,,
T,2025-11-14 13:24:03,51.53283768,0.10737443,3.79,41.368,,2.320,91,30,41,,
T,2025-11-14 13:24:04,51.53283758,0.10741726,3.79,41.193,,3.440,94,30,41,,
T,2025-11-14 13:24:05,51.53283378,0.10747412,3.79,41.597,,4.370,96,30,41,,
T,2025-11-14 13:24:06,51.53282848,0.10754059,3.79,41.604,,4.610,95,31,41,,
T,2025-11-14 13:24:07,51.53282642,0.10760953,3.79,41.929,,4.610,90,31,41,,
T,2025-11-14 13:24:08,51.53282746,0.10767391,3.79,41.645,,4.230,85,31,41,,
T,2025-11-14 13:24:09,51.53282908,0.10773607,3.79,41.688,,3.720,85,31,41,,
T,2025-11-14 13:24:10,51.53283382,0.10779150,3.79,40.676,,3.490,73,31,41,,
T,2025-11-14 13:24:11,51.53283953,0.10784004,3.79,39.953,,3.170,79,31,41,,
T,2025-11-14 13:24:12,51.53284368,0.10788455,3.79,40.740,,2.960,69,31,41,,
T,2025-11-14 13:24:13,51.53284515,0.10791660,3.79,40.688,,2.320,80,31,41,,
T,2025-11-14 13:24:14,51.53284471,0.10794309,3.79,40.109,,1.910,80,31,41,,
T,2025-11-14 13:24:15,51.53284487,0.10795954,3.79,40.292,,1.210,75,31,41,,
T,2025-11-14 13:24:16,51.53284134,0.10796535,3.79,39.919,,0.460,74,31,41,,
T,2025-11-14 13:24:17,51.53283741,0.10796819,3.79,40.499,,0.300,71,31,41,,
T,2025-11-14 13:24:18,51.53283179,0.10797053,3.79,40.451,,0.400,71,31,41,,
T,2025-11-14 13:24:19,51.53282597,0.10797907,3.82,40.482,,0.770,122,31,41,,
T,2025-11-14 13:24:20,51.53282214,0.10801173,4.37,40.076,,2.800,102,31,41,,
T,2025-11-14 13:24:21,51.53282905,0.10804892,4.14,39.340,,2.550,79,31,41,,
T,2025-11-14 13:24:22,51.53284003,0.10808262,4.09,39.829,,2.680,74,30,41,,
T,2025-11-14 13:24:23,51.53284313,0.10812102,4.02,40.553,,2.970,88,30,41,,
T,2025-11-14 13:24:24,51.53284012,0.10816243,4.03,40.468,,3.440,89,25,41,,
T,2025-11-14 13:24:25,51.53284042,0.10822153,4.10,40.920,,4.600,84,27,41,,
T,2025-11-14 13:24:26,51.53284832,0.10828858,4.05,41.878,,4.830,77,27,41,,
T,2025-11-14 13:24:27,51.53286671,0.10835434,4.11,42.364,,4.830,66,28,41,,
T,2025-11-14 13:24:28,51.53291038,0.10842808,3.96,43.050,,5.340,43,28,41,,
T,2025-11-14 13:24:29,51.53295428,0.10848558,3.79,43.565,,5.190,26,29,41,,
T,2025-11-14 13:24:30,51.53300236,0.10853428,3.79,45.370,,5.730,22,30,41,,
T,2025-11-14 13:24:31,51.53305482,0.10857772,3.79,45.028,,5.810,9,30,41,,
T,2025-11-14 13:24:32,51.53311011,0.10861685,3.79,44.664,,6.150,10,30,41,,
T,2025-11-14 13:24:33,51.53316147,0.10867540,3.79,44.253,,6.490,19,30,41,,
T,2025-11-14 13:24:34,51.53319692,0.10874565,3.79,44.260,,7.000,35,29,41,,
T,2025-11-14 13:24:35,51.53323283,0.10884704,3.79,44.967,,7.270,53,29,41,,
T,2025-11-14 13:24:36,51.53325648,0.10895079,3.79,44.660,,7.390,68,30,41,,
T,2025-11-14 13:24:37,51.53327167,0.10904555,3.79,44.231,,7.080,73,30,41,,
T,2025-11-14 13:24:38,51.53328762,0.10913489,3.79,45.004,,6.490,76,30,41,,
T,2025-11-14 13:24:39,51.53329896,0.10921788,3.79,46.113,,6.050,78,30,41,,
T,2025-11-14 13:24:40,51.53330504,0.10929116,3.79,46.415,,5.310,82,29,41,,
T,2025-11-14 13:24:41,51.53330906,0.10935802,3.79,46.532,,4.600,85,28,41,,
T,2025-11-14 13:24:42,51.53330855,0.10941154,3.79,47.175,,3.680,96,28,41,,
T,2025-11-14 13:24:43,51.53329748,0.10944679,3.79,46.596,,2.810,100,30,41,,
T,2025-11-14 13:24:44,51.53328868,0.10947231,3.79,45.989,,2.560,108,30,41,,
T,2025-11-14 13:24:45,51.53327266,0.10951527,3.79,45.964,,3.410,117,30,41,,
T,2025-11-14 13:24:46,51.53324740,0.10956466,3.79,45.977,,4.390,130,30,41,,
T,2025-11-14 13:24:47,51.53321525,0.10960873,3.79,45.307,,4.730,142,30,41,,
T,2025-11-14 13:24:48,51.53316589,0.10968258,3.79,46.177,,6.390,152,30,41,,
T,2025-11-14 13:24:49,51.53310501,0.10974827,3.79,45.506,,7.130,154,30,41,,
T,2025-11-14 13:24:50,51.53305218,0.10982468,3.79,45.391,,7.360,147,30,41,,
T,2025-11-14 13:24:51,51.53301237,0.10990767,3.79,45.042,,7.120,136,30,41,,
T,2025-11-14 13:24:52,51.53298598,0.11001222,3.79,44.629,,7.580,120,30,41,,
T,2025-11-14 13:24:53,51.53296178,0.11013174,3.79,45.382,,8.300,106,30,41,,
T,2025-11-14 13:24:54,51.53295406,0.11025814,3.79,45.131,,8.730,95,30,41,,
T,2025-11-14 13:24:55,51.53294956,0.11039226,3.79,44.867,,8.950,91,28,41,,
T,2025-11-14 13:24:56,51.53294888,0.11052103,3.79,43.874,,8.560,92,29,41,,
T,2025-11-14 13:24:57,51.53294443,0.11061462,3.79,42.663,,7.230,93,29,41,,
T,2025-11-14 13:24:58,51.53294264,0.11067942,3.79,42.345,,5.130,94,29,41,,
T,2025-11-14 13:24:59,51.53293788,0.11070844,3.79,41.810,,2.640,94,29,41,,
T,2025-11-14 13:25:00,51.53293622,0.11071109,3.79,41.707,,0.330,92,29,41,,
T,2025-11-14 13:25:01,51.53293502,0.11070826,3.79,41.519,,0.000,,30,41,,
T,2025-11-14 13:25:02,51.53293153,0.11070730,3.79,41.696,,0.000,,30,41,,
T,2025-11-14 13:25:03,51.53293315,0.11071172,3.79,41.307,,0.000,,30,41,,
T,2025-11-14 13:25:04,51.53293434,0.11071035,3.79,41.792,,0.000,,30,41,,
T,2025-11-14 13:25:05,51.53293504,0.11070978,3.79,42.191,,0.000,,30,41,,
T,2025-11-14 13:25:06,51.53293546,0.11070886,3.79,42.145,,0.000,,30,41,,
T,2025-11-14 13:25:07,51.53293551,0.11070744,3.79,41.960,,0.000,,30,41,,
T,2025-11-14 13:25:08,51.53293621,0.11070483,3.79,41.799,,0.000,,30,41,,
T,2025-11-14 13:25:09,51.53293693,0.11070298,3.79,41.678,,0.000,,30,41,,
T,2025-11-14 13:25:10,51.53293816,0.11070155,3.79,41.764,,0.000,,30,41,,
T,2025-11-14 13:25:11,51.53293841,0.11070133,3.79,41.607,,0.000,,30,41,,
T,2025-11-14 13:25:12,51.53293948,0.11070039,3.79,41.579,,0.000,,30,41,,
T,2025-11-14 13:25:13,51.53293964,0.11069853,3.79,41.567,,0.000,,30,41,,
T,2025-11-14 13:25:14,51.53294043,0.11069721,3.79,41.639,,0.000,,30,41,,
T,2025-11-14 13:25:15,51.53294098,0.11069673,3.79,41.652,,0.000,,30,41,,
T,2025-11-14 13:25:16,51.53294086,0.11069649,3.79,41.699,,0.000,,30,41,,
T,2025-11-14 13:25:17,51.53294081,0.11069626,3.79,41.753,,0.000,,30,41,,
T,2025-11-14 13:25:18,51.53294236,0.11070631,3.79,41.786,,0.650,96,31,41,,
T,2025-11-14 13:25:19,51.53294323,0.11072963,3.79,41.267,,1.610,97,31,41,,
T,2025-11-14 13:25:20,51.53294050,0.11076948,3.79,41.508,,2.730,100,31,41,,
T,2025-11-14 13:25:21,51.53293542,0.11082288,3.79,41.811,,3.720,103,31,41,,
T,2025-11-14 13:25:22,51.53292861,0.11089063,3.79,41.892,,4.680,102,31,41,,
T,2025-11-14 13:25:23,51.53292548,0.11097684,3.79,41.662,,5.630,99,31,41,,
T,2025-11-14 13:25:24,51.53291644,0.11107232,3.79,42.259,,6.570,99,31,41,,
T,2025-11-14 13:25:25,51.53290963,0.11117998,3.79,42.150,,7.500,97,31,41,,
T,2025-11-14 13:25:26,51.53290591,0.11130192,3.79,42.115,,8.430,94,31,41,,
T,2025-11-14 13:25:27,51.53290335,0.11144336,3.79,42.078,,9.350,92,31,41,,
T,2025-11-14 13:25:28,51.53289698,0.11159143,3.79,42.301,,10.140,91,31,41,,
T,2025-11-14 13:25:29,51.53289247,0.11174638,3.79,42.515,,10.750,91,31,41,,
T,2025-11-14 13:25:30,51.53289103,0.11190581,3.79,42.309,,11.250,90,31,41,,
T,2025-11-14 13:25:31,51.53288806,0.11207493,3.79,42.063,,11.840,90,31,41,,
T,2025-11-14 13:25:32,51.53288882,0.11225091,3.79,41.964,,12.230,90,31,41,,
T,2025-11-14 13:25:33,51.53288708,0.11242649,3.79,42.262,,12.290,90,31,41,,
T,2025-11-14 13:25:34,51.53288712,0.11260934,3.79,42.236,,12.490,78,30,41,,
T,2025-11-14 13:25:35,51.53287785,0.11279622,3.79,42.244,,12.780,91,30,41,,
T,2025-11-14 13:25:36,51.53287688,0.11298773,3.79,42.693,,13.260,90,30,41,,
T,2025-11-14 13:25:37,51.53287404,0.11318681,3.79,42.610,,13.560,92,31,41,,
T,2025-11-14 13:25:38,51.53287168,0.11338774,3.79,43.647,,13.660,92,30,41,,
T,2025-11-14 13:25:39,51.53286646,0.11358120,3.79,44.725,,13.490,92,30,41,,
T,2025-11-14 13:25:40,51.53286485,0.11377267,3.79,44.716,,13.190,92,30,41,,
T,2025-11-14 13:25:41,51.53286556,0.11396759,3.79,45.144,,13.270,91,30,41,,
T,2025-11-14 13:25:42,51.53286446,0.11416195,3.79,45.314,,13.300,91,30,41,,
T,2025-11-14 13:25:43,51.53285924,0.11435027,3.79,44.688,,13.570,92,30,41,,
T,2025-11-14 13:25:44,51.53286102,0.11454187,3.79,44.078,,13.700,91,31,41,,
T,2025-11-14 13:25:45,51.53285706,0.11473230,3.79,44.162,,13.880,92,31,41,,
T,2025-11-14 13:25:46,51.53285506,0.11493135,3.79,44.373,,13.930,93,31,41,,
T,2025-11-14 13:25:47,51.53284817,0.11513217,3.79,44.690,,14.150,93,31,41,,
T,2025-11-14 13:25:48,51.53283620,0.11533637,3.79,44.540,,14.610,95,31,41,,
T,2025-11-14 13:25:49,51.53282201,0.11555186,3.79,44.654,,15.030,96,31,41,,
T,2025-11-14 13:25:50,51.53280263,0.11577360,3.79,44.486,,15.240,97,31,41,,
T,2025-11-14 13:25:51,51.53277933,0.11599864,3.79,44.182,,15.690,100,31,41,,
T,2025-11-14 13:25:52,51.53275211,0.11622991,3.79,43.640,,16.060,100,31,41,,
T,2025-11-14 13:25:53,51.53272469,0.11645906,3.79,43.479,,16.300,101,31,41,,
T,2025-11-14 13:25:54,51.53269487,0.11668797,3.79,43.156,,16.340,102,31,41,,
T,2025-11-14 13:25:55,51.53266423,0.11691668,3.79,43.110,,16.290,102,31,41,,
T,2025-11-14 13:25:56,51.53263421,0.11714836,3.79,42.967,,16.130,101,31,41,,
T,2025-11-14 13:25:57,51.53260283,0.11736946,3.79,42.341,,15.710,103,31,41,,
T,2025-11-14 13:25:58,51.53257178,0.11758166,3.79,41.961,,14.950,103,31,41,,
T,2025-11-14 13:25:59,51.53254170,0.11777037,3.79,41.574,,13.900,103,30,41,,
T,2025-11-14 13:26:00,51.53251453,0.11793979,3.79,41.315,,12.550,104,30,41,,
T,2025-11-14 13:26:01,51.53248945,0.11809796,3.79,41.188,,11.240,107,31,41,,
T,2025-11-14 13:26:02,51.53246997,0.11823766,3.79,40.987,,10.210,105,31,41,,
T,2025-11-14 13:26:03,51.53246531,0.11836546,3.79,40.535,,9.220,96,31,41,,
T,2025-11-14 13:26:04,51.53246475,0.11849454,3.79,40.153,,8.830,95,31,41,,
T,2025-11-14 13:26:05,51.53246670,0.11859630,3.79,40.102,,7.270,98,31,41,,
T,2025-11-14 13:26:06,51.53244930,0.11864504,3.79,40.504,,4.820,101,31,41,,
T,2025-11-14 13:26:07,51.53244400,0.11868296,3.79,39.911,,2.790,101,31,41,,
T,2025-11-14 13:26:08,51.53243865,0.11869399,3.79,40.038,,0.730,101,31,41,,
