type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2025-11-14 13:18:42,51.52736348,0.07909572,3.79,54.132,,8.950,67,30,41,,
T,2025-11-14 13:18:43,51.52740134,0.07922196,3.79,54.495,,9.370,67,30,41,,
T,2025-11-14 13:18:44,51.52743961,0.07934281,3.79,54.718,,9.180,66,30,41,,
T,2025-11-14 13:18:45,51.52747832,0.07945607,3.79,54.857,,8.810,66,30,41,,
T,2025-11-14 13:18:46,51.52751045,0.07956489,3.79,55.222,,8.290,65,30,41,,
T,2025-11-14 13:18:47,51.52754482,0.07966003,3.79,55.425,,7.690,64,30,41,,
T,2025-11-14 13:18:48,51.52757074,0.07975167,3.79,55.403,,7.020,62,30,41,,
T,2025-11-14 13:18:49,51.52759531,0.07983319,3.79,54.945,,6.270,61,30,41,,
T,2025-11-14 13:18:50,51.52762126,0.07990951,3.79,54.603,,6.070,62,30,41,,
T,2025-11-14 13:18:51,51.52764986,0.07999532,3.79,54.402,,6.550,62,30,41,,
T,2025-11-14 13:18:52,51.52767595,0.08009215,3.79,53.867,,7.260,63,30,41,,
T,2025-11-14 13:18:53,51.52770600,0.08019887,3.79,53.687,,7.900,63,30,41,,
T,2025-11-14 13:18:54,51.52773362,0.08030335,3.79,53.880,,8.110,64,30,41,,
T,2025-11-14 13:18:55,51.52776400,0.08040385,3.79,53.436,,7.850,64,30,41,,
T,2025-11-14 13:18:56,51.52779026,0.08049891,3.79,52.981,,7.430,73,30,41,,
T,2025-11-14 13:18:57,51.52781067,0.08059250,3.79,52.789,,6.720,82,30,41,,
T,2025-11-14 13:18:58,51.52783431,0.08067792,3.79,52.343,,6.650,63,30,41,,
T,2025-11-14 13:18:59,51.52786079,0.08075747,3.79,51.826,,6.320,64,30,41,,
T,2025-11-14 13:19:00,51.52788511,0.08083962,3.79,51.381,,6.330,64,30,41,,
T,2025-11-14 13:19:01,51.52791170,0.08092730,3.79,51.080,,6.570,65,30,41,,
T,2025-11-14 13:19:02,51.52793673,0.08101048,3.79,51.125,,6.260,65,30,41,,
T,2025-11-14 13:19:03,51.52795793,0.08108987,3.79,50.619,,5.870,65,30,41,,
T,2025-11-14 13:19:04,51.52797778,0.08116696,3.79,50.567,,5.630,72,30,41,,
T,2025-11-14 13:19:05,51.52799647,0.08124585,3.79,50.618,,5.720,72,30,41,,
T,2025-11-14 13:19:06,51.52801914,0.08132103,3.79,49.975,,5.820,65,30,41,,
T,2025-11-14 13:19:07,51.52804303,0.08139830,3.79,49.953,,6.000,55,30,41,,
T,2025-11-14 13:19:08,51.52805702,0.08147288,3.79,49.950,,5.470,37,30,41,,
T,2025-11-14 13:19:09,51.52807670,0.08155049,3.79,49.387,,5.320,42,30,41,,
T,2025-11-14 13:19:10,51.52809345,0.08162046,3.79,49.319,,4.930,46,30,41,,
T,2025-11-14 13:19:11,51.52811030,0.08168001,3.79,49.206,,4.640,46,30,41,,
T,2025-11-14 13:19:12,51.52812218,0.08174425,3.79,49.220,,4.660,48,30,41,,
T,2025-11-14 13:19:13,51.52814087,0.08181365,3.79,48.629,,4.740,51,30,41,,
T,2025-11-14 13:19:14,51.52815494,0.08188904,3.79,48.041,,5.210,54,30,41,,
T,2025-11-14 13:19:15,51.52817197,0.08196255,3.79,47.823,,5.250,56,29,41,,
T,2025-11-14 13:19:16,51.52818993,0.08203128,3.79,47.421,,4.810,58,29,41,,
T,2025-11-14 13:19:17,51.52819947,0.08209765,3.79,46.582,,4.740,60,29,41,,
T,2025-11-14 13:19:18,51.52821526,0.08216026,3.79,45.753,,4.880,62,30,41,,
T,2025-11-14 13:19:19,51.52823439,0.08223239,3.79,45.738,,5.270,64,30,41,,
T,2025-11-14 13:19:20,51.52825117,0.08231076,3.79,45.751,,5.690,66,30,41,,
T,2025-11-14 13:19:21,51.52826928,0.08239508,3.79,45.620,,6.430,68,30,41,,
T,2025-11-14 13:19:22,51.52828915,0.08248799,3.79,45.401,,6.900,74,30,41,,
T,2025-11-14 13:19:23,51.52830848,0.08258382,3.79,45.111,,7.090,61,29,41,,
T,2025-11-14 13:19:24,51.52832984,0.08267524,3.79,44.498,,7.260,63,30,41,,
T,2025-11-14 13:19:25,51.52835257,0.08277160,3.79,43.461,,7.140,67,30,41,,
T,2025-11-14 13:19:26,51.52836902,0.08286912,3.79,42.500,,7.100,69,30,41,,
T,2025-11-14 13:19:27,51.52838887,0.08296497,3.79,42.254,,7.090,71,30,41,,
T,2025-11-14 13:19:28,51.52840935,0.08306439,3.79,41.951,,7.220,73,30,41,,
T,2025-11-14 13:19:29,51.52843238,0.08316955,3.85,41.838,,7.580,74,30,41,,
T,2025-11-14 13:19:30,51.52845391,0.08327909,3.96,41.829,,7.960,78,29,41,,
T,2025-11-14 13:19:31,51.52847935,0.08337233,3.83,42.034,,7.610,76,29,41,,
T,2025-11-14 13:19:32,51.52850251,0.08347471,3.79,41.742,,7.520,78,30,41,,
T,2025-11-14 13:19:33,51.52852904,0.08357277,3.79,41.560,,7.420,78,30,41,,
T,2025-11-14 13:19:34,51.52855367,0.08368524,3.79,41.752,,7.340,69,30,41,,
T,2025-11-14 13:19:35,51.52857794,0.08379948,3.79,41.167,,7.600,70,30,41,,
T,2025-11-14 13:19:36,51.52860483,0.08389902,3.79,41.350,,7.840,69,29,41,,
T,2025-11-14 13:19:37,51.52862995,0.08401400,3.79,41.906,,8.680,69,29,41,,
T,2025-11-14 13:19:38,51.52865968,0.08413850,3.79,41.960,,9.050,69,29,41,,
T,2025-11-14 13:19:39,51.52869316,0.08426439,3.79,41.930,,9.010,70,30,41,,
T,2025-11-14 13:19:40,51.52872654,0.08439111,3.79,41.425,,8.800,69,30,41,,
T,2025-11-14 13:19:41,51.52875836,0.08451278,3.79,41.370,,8.950,70,30,41,,
T,2025-11-14 13:19:42,51.52878373,0.08464091,3.79,42.204,,8.790,74,30,41,,
T,2025-11-14 13:19:43,51.52880483,0.08475135,3.79,42.028,,8.340,75,30,41,,
T,2025-11-14 13:19:44,51.52883089,0.08485899,3.79,42.292,,8.080,74,30,41,,
T,2025-11-14 13:19:45,51.52885771,0.08496563,3.79,42.550,,8.020,73,29,41,,
T,2025-11-14 13:19:46,51.52888527,0.08507619,3.79,42.582,,8.250,72,29,41,,
T,2025-11-14 13:19:47,51.52891136,0.08518862,3.79,42.818,,8.280,73,29,41,,
T,2025-11-14 13:19:48,51.52893486,0.08529348,3.79,43.195,,8.070,72,29,41,,
T,2025-11-14 13:19:49,51.52895546,0.08540395,3.79,43.290,,8.240,72,27,41,,
T,2025-11-14 13:19:50,51.52898212,0.08551875,3.79,43.322,,8.440,72,26,41,,
T,2025-11-14 13:19:51,51.52900783,0.08563360,3.79,43.274,,8.490,73,27,41,,
T,2025-11-14 13:19:52,51.52903019,0.08574439,3.79,43.248,,8.140,73,26,41,,
T,2025-11-14 13:19:53,51.52904712,0.08584322,3.79,43.455,,7.710,72,26,41,,
T,2025-11-14 13:19:54,51.52906758,0.08594443,3.79,43.409,,7.470,73,25,41,,
T,2025-11-14 13:19:55,51.52908794,0.08603724,3.79,43.414,,6.910,74,25,41,,
T,2025-11-14 13:19:56,51.52910270,0.08611848,3.79,43.493,,5.900,73,25,41,,
T,2025-11-14 13:19:57,51.52911727,0.08619353,3.79,43.695,,5.440,74,25,41,,
T,2025-11-14 13:19:58,51.52912693,0.08626229,3.79,44.039,,5.340,74,25,41,,
T,2025-11-14 13:19:59,51.52914293,0.08633560,3.79,44.055,,5.470,76,26,41,,
T,2025-11-14 13:20:00,51.52915420,0.08641276,3.79,44.122,,5.830,76,27,41,,
T,2025-11-14 13:20:01,51.52916875,0.08650461,3.79,44.406,,6.340,77,27,41,,
T,2025-11-14 13:20:02,51.52918460,0.08659696,3.79,44.617,,6.650,77,27,41,,
T,2025-11-14 13:20:03,51.52920383,0.08668850,3.79,44.953,,6.790,75,26,41,,
T,2025-11-14 13:20:04,51.52922743,0.08677111,3.79,45.022,,6.560,70,26,41,,
T,2025-11-14 13:20:05,51.52924582,0.08686472,3.79,45.715,,6.110,67,27,41,,
T,2025-11-14 13:20:06,51.52925829,0.08695211,3.79,46.040,,5.620,70,25,41,,
T,2025-11-14 13:20:07,51.52927090,0.08701878,3.79,45.840,,4.760,72,27,41,,
T,2025-11-14 13:20:08,51.52927788,0.08705568,3.79,45.865,,2.790,74,27,41,,
T,2025-11-14 13:20:09,51.52927955,0.08706785,3.79,46.160,,1.280,73,26,41,,
T,2025-11-14 13:20:10,51.52927994,0.08706226,3.79,46.267,,0.000,,26,41,,
T,2025-11-14 13:20:11,51.52927981,0.08706110,3.91,46.476,,0.000,,26,41,,
T,2025-11-14 13:20:12,51.52927921,0.08706161,3.95,46.628,,0.000,,25,41,,
T,2025-11-14 13:20:13,51.52927948,0.08706138,3.88,46.750,,0.000,,21,41,,
T,2025-11-14 13:20:14,51.52927839,0.08706091,3.86,46.612,,0.000,,20,41,,
T,2025-11-14 13:20:15,51.52927872,0.08706066,3.79,46.707,,0.000,,21,41,,
T,2025-11-14 13:20:16,51.52927907,0.08706361,3.79,46.865,,0.000,,20,41,,
T,2025-11-14 13:20:17,51.52928835,0.08707412,3.79,47.025,,0.470,71,21,41,,
T,2025-11-14 13:20:18,51.52928871,0.08709193,3.79,46.964,,1.110,72,21,41,,
T,2025-11-14 13:20:19,51.52929148,0.08712016,3.79,46.702,,1.460,72,20,41,,
T,2025-11-14 13:20:20,51.52929544,0.08715576,3.79,46.818,,2.310,82,21,41,,
T,2025-11-14 13:20:21,51.52929831,0.08720726,3.79,47.297,,3.530,82,23,41,,
T,2025-11-14 13:20:22,51.52930127,0.08727763,3.79,46.934,,4.660,85,24,41,,
T,2025-11-14 13:20:23,51.52929927,0.08736316,3.79,46.491,,5.510,69,26,41,,
T,2025-11-14 13:20:24,51.52930986,0.08746698,3.79,46.694,,6.850,69,28,41,,
T,2025-11-14 13:20:25,51.52932965,0.08758080,3.79,46.383,,7.950,67,29,41,,
T,2025-11-14 13:20:26,51.52935348,0.08770953,3.79,46.358,,8.890,67,30,41,,
T,2025-11-14 13:20:27,51.52937813,0.08784225,3.79,45.719,,9.820,69,30,41,,
T,2025-11-14 13:20:28,51.52940580,0.08798772,3.79,45.708,,10.610,71,30,41,,
T,2025-11-14 13:20:29,51.52943752,0.08814529,3.79,44.778,,11.320,72,30,41,,
T,2025-11-14 13:20:30,51.52946939,0.08831368,3.79,44.855,,11.920,74,30,41,,
T,2025-11-14 13:20:31,51.52949828,0.08848826,3.79,44.624,,12.480,75,30,41,,
T,2025-11-14 13:20:32,51.52952636,0.08866382,3.79,45.268,,12.690,75,30,41,,
T,2025-11-14 13:20:33,51.52955724,0.08884149,3.79,45.670,,12.870,74,30,41,,
T,2025-11-14 13:20:34,51.52958909,0.08901865,3.79,45.656,,12.890,74,30,41,,
T,2025-11-14 13:20:35,51.52961973,0.08919872,3.79,45.765,,12.820,75,30,41,,
T,2025-11-14 13:20:36,51.52964765,0.08937906,3.79,45.623,,12.840,77,30,41,,
T,2025-11-14 13:20:37,51.52967073,0.08956279,3.79,45.586,,12.840,78,30,41,,
T,2025-11-14 13:20:38,51.52969273,0.08973314,3.79,45.400,,12.560,79,30,41,,
T,2025-11-14 13:20:39,51.52971296,0.08990164,3.79,45.012,,11.880,79,30,41,,
T,2025-11-14 13:20:40,51.52973603,0.09006852,3.79,45.616,,11.700,79,28,41,,
T,2025-11-14 13:20:41,51.52975750,0.09023183,3.79,45.145,,11.310,79,28,41,,
T,2025-11-14 13:20:42,51.52977806,0.09038918,3.79,45.081,,11.360,79,30,41,,
T,2025-11-14 13:20:43,51.52979820,0.09054114,3.79,45.622,,10.700,78,30,41,,
T,2025-11-14 13:20:44,51.52981943,0.09068447,3.79,45.855,,10.530,78,30,41,,
T,2025-11-14 13:20:45,51.52983856,0.09082470,3.79,45.786,,9.950,77,30,41,,
T,2025-11-14 13:20:46,51.52986040,0.09096207,3.79,45.838,,9.780,77,29,41,,
T,2025-11-14 13:20:47,51.52987731,0.09108583,3.79,46.084,,9.090,76,29,41,,
T,2025-11-14 13:20:48,51.52989454,0.09118866,3.79,46.200,,7.680,75,29,41,,
T,2025-11-14 13:20:49,51.52990226,0.09125681,3.79,46.029,,6.080,74,29,41,,
T,2025-11-14 13:20:50,51.52991590,0.09131593,3.79,46.132,,4.530,73,30,41,,
T,2025-11-14 13:20:51,51.52992365,0.09135476,3.79,46.061,,3.120,73,30,41,,
T,2025-11-14 13:20:52,51.52993007,0.09138780,3.79,46.035,,2.310,72,30,41,,
T,2025-11-14 13:20:53,51.52993424,0.09141306,3.79,46.113,,1.790,71,31,41,,
T,2025-11-14 13:20:54,51.52993720,0.09142511,3.79,46.200,,0.690,70,31,41,,
T,2025-11-14 13:20:55,51.52993877,0.09142656,3.79,46.140,,0.000,,31,41,,
T,2025-11-14 13:20:56,51.52993866,0.09142415,3.79,46.096,,0.000,,30,41,,
T,2025-11-14 13:20:57,51.52993995,0.09142410,3.79,45.860,,0.000,,30,41,,
T,2025-11-14 13:20:58,51.52994155,0.09142592,3.79,45.760,,0.000,,29,41,,
T,2025-11-14 13:20:59,51.52994346,0.09142759,3.79,45.610,,0.000,,29,41,,
T,2025-11-14 13:21:00,51.52994484,0.09142840,3.79,45.549,,0.000,,29,41,,
T,2025-11-14 13:21:01,51.52994458,0.09142940,3.79,45.554,,0.000,,27,41,,
T,2025-11-14 13:21:02,51.52994522,0.09142820,3.79,45.281,,0.000,,26,41,,
T,2025-11-14 13:21:03,51.52994574,0.09142778,3.79,45.162,,0.000,,27,41,,
T,2025-11-14 13:21:04,51.52994591,0.09142883,3.79,44.947,,0.000,,27,41,,
T,2025-11-14 13:21:05,51.52994438,0.09142914,3.79,44.820,,0.000,,27,41,,
T,2025-11-14 13:21:06,51.52994408,0.09142800,3.79,44.673,,0.000,,28,41,,
T,2025-11-14 13:21:07,51.52994409,0.09142664,3.79,44.607,,0.000,,27,41,,
T,2025-11-14 13:21:08,51.52994413,0.09142593,3.79,44.600,,0.000,,27,41,,
T,2025-11-14 13:21:09,51.52994416,0.09142557,3.79,44.591,,0.000,,27,41,,
T,2025-11-14 13:21:10,51.52994417,0.09142541,3.79,44.584,,0.000,,28,41,,
T,2025-11-14 13:21:11,51.52994417,0.09142534,3.79,44.581,,0.000,,29,41,,
T,2025-11-14 13:21:12,51.52994418,0.09142531,3.79,44.581,,0.000,,29,41,,
T,2025-11-14 13:21:13,51.52994418,0.09142531,3.79,44.578,,0.000,,29,41,,
T,2025-11-14 13:21:14,51.52994656,0.09143089,3.79,44.301,,0.550,77,29,41,,
T,2025-11-14 13:21:15,51.52995023,0.09145041,3.79,43.866,,1.590,76,29,41,,
T,2025-11-14 13:21:16,51.52995466,0.09148567,3.79,43.552,,2.610,75,30,41,,
T,2025-11-14 13:21:17,51.52996264,0.09153444,3.79,43.618,,3.630,74,30,41,,
T,2025-11-14 13:21:18,51.52997449,0.09159803,3.79,43.238,,4.620,73,31,41,,
T,2025-11-14 13:21:19,51.52999007,0.09168347,3.79,43.460,,5.590,73,31,41,,
T,2025-11-14 13:21:20,51.53000533,0.09177705,3.79,43.418,,6.540,72,31,41,,
T,2025-11-14 13:21:21,51.53002167,0.09187808,3.79,43.636,,7.120,72,31,41,,
T,2025-11-14 13:21:22,51.53004494,0.09199281,3.79,43.604,,7.700,73,31,41,,
T,2025-11-14 13:21:23,51.53006655,0.09210149,3.79,43.578,,7.640,73,31,41,,
T,2025-11-14 13:21:24,51.53008355,0.09220048,3.79,43.847,,7.190,73,31,41,,
T,2025-11-14 13:21:25,51.53010019,0.09229500,3.79,43.966,,6.720,74,31,41,,
T,2025-11-14 13:21:26,51.53011440,0.09237681,3.79,43.910,,6.120,74,31,41,,
T,2025-11-14 13:21:27,51.53012888,0.09245186,3.79,44.036,,5.340,74,31,41,,
T,2025-11-14 13:21:28,51.53013624,0.09251333,3.79,43.477,,4.450,74,31,41,,
T,2025-11-14 13:21:29,51.53014654,0.09256298,3.79,43.617,,3.680,74,31,41,,
T,2025-11-14 13:21:30,51.53015392,0.09261050,3.79,44.057,,3.300,73,31,41,,
T,2025-11-14 13:21:31,51.53016305,0.09265219,3.79,44.281,,3.040,73,31,41,,
T,2025-11-14 13:21:32,51.53017017,0.09269171,3.79,44.528,,2.710,74,31,41,,
T,2025-11-14 13:21:33,51.53017836,0.09272978,3.79,44.425,,2.570,74,31,41,,
T,2025-11-14 13:21:34,51.53018688,0.09277215,3.79,44.703,,3.120,76,31,41,,
T,2025-11-14 13:21:35,51.53019305,0.09280601,3.79,44.578,,2.370,77,31,41,,
T,2025-11-14 13:21:36,51.53020386,0.09287082,3.79,44.796,,4.570,75,31,41,,
T,2025-11-14 13:21:37,51.53021840,0.09295888,3.79,44.642,,5.410,69,31,41,,
T,2025-11-14 13:21:38,51.53023202,0.09304907,3.79,44.712,,6.400,75,31,41,,
T,2025-11-14 13:21:39,51.53024558,0.09315542,3.79,44.077,,7.530,79,31,41,,
T,2025-11-14 13:21:40,51.53026704,0.09327623,3.79,43.762,,8.580,75,31,41,,
T,2025-11-14 13:21:41,51.53028626,0.09340586,3.79,43.266,,10.100,74,31,41,,
T,2025-11-14 13:21:42,51.53030960,0.09354382,3.79,42.828,,10.700,74,31,41,,
T,2025-11-14 13:21:43,51.53033445,0.09368561,3.79,42.849,,10.890,75,31,41,,
T,2025-11-14 13:21:44,51.53036156,0.09382874,3.79,42.792,,10.310,75,31,41,,
T,2025-11-14 13:21:45,51.53039075,0.09396092,3.79,42.237,,8.920,75,31,41,,
T,2025-11-14 13:21:46,51.53041114,0.09407443,3.79,41.779,,8.090,74,31,41,,
T,2025-11-14 13:21:47,51.53042723,0.09416325,3.79,41.894,,6.570,75,31,41,,
T,2025-11-14 13:21:48,51.53043787,0.09422850,3.79,41.802,,4.690,77,31,41,,
T,2025-11-14 13:21:49,51.53044353,0.09426851,3.79,41.933,,2.660,76,31,41,,
T,2025-11-14 13:21:50,51.53044640,0.09427576,3.79,41.703,,0.630,73,31,41,,
T,2025-11-14 13:21:51,51.53044759,0.09426677,3.79,41.364,,0.000,,31,41,,
T,2025-11-14 13:21:52,51.53044851,0.09426293,3.79,41.062,,0.000,,30,41,,
T,2025-11-14 13:21:53,51.53044929,0.09426316,3.79,41.000,,0.000,,30,41,,
T,2025-11-14 13:21:54,51.53045003,0.09426482,3.79,41.005,,0.000,,31,41,,
T,2025-11-14 13:21:55,51.53045024,0.09426541,3.79,41.094,,0.000,,30,41,,
T,2025-11-14 13:21:56,51.53045076,0.09426763,3.79,41.022,,0.000,,30,41,,
T,2025-11-14 13:21:57,51.53045154,0.09427113,3.79,40.860,,0.000,,30,41,,
T,2025-11-14 13:21:58,51.53045265,0.09427344,3.79,40.690,,0.000,,30,41,,
T,2025-11-14 13:21:59,51.53045380,0.09427527,3.79,40.397,,0.000,,30,41,,
T,2025-11-14 13:22:00,51.53045419,0.09427488,3.79,40.423,,0.000,,30,41,,
T,2025-11-14 13:22:01,51.53045463,0.09427417,3.79,40.375,,0.000,,29,41,,
T,2025-11-14 13:22:02,51.53045557,0.09427348,3.79,40.313,,0.000,,29,41,,
T,2025-11-14 13:22:03,51.53045650,0.09427289,3.79,40.255,,0.000,,29,41,,
T,2025-11-14 13:22:04,51.53045683,0.09427274,3.79,40.233,,0.000,,29,41,,
T,2025-11-14 13:22:05,51.53045706,0.09427274,3.79,40.224,,0.000,,29,41,,
T,2025-11-14 13:22:06,51.53045719,0.09427274,3.79,40.225,,0.000,,29,41,,
T,2025-11-14 13:22:07,51.53045723,0.09427275,3.79,40.228,,0.000,,28,41,,
T,2025-11-14 13:22:08,51.53045723,0.09427276,3.79,40.232,,0.000,,28,41,,
T,2025-11-14 13:22:09,51.53045719,0.09427929,3.79,40.333,,0.450,85,28,41,,
T,2025-11-14 13:22:10,51.53045980,0.09429837,3.79,39.842,,1.350,84,29,41,,
T,2025-11-14 13:22:11,51.53046039,0.09432461,3.79,37.901,,2.030,82,30,41,,
T,2025-11-14 13:22:12,51.53046458,0.09437564,3.79,38.131,,4.030,80,31,41,,
T,2025-11-14 13:22:13,51.53047091,0.09443934,3.79,38.419,,4.790,79,31,41,,
T,2025-11-14 13:22:14,51.53047721,0.09451532,3.79,38.498,,5.650,79,31,41,,
T,2025-11-14 13:22:15,51.53048725,0.09459808,3.79,39.023,,6.510,77,31,41,,
T,2025-11-14 13:22:16,51.53050055,0.09468415,3.79,38.549,,6.900,76,31,41,,
T,2025-11-14 13:22:17,51.53051776,0.09479628,3.79,38.285,,7.830,68,31,41,,
T,2025-11-14 13:22:18,51.53053668,0.09492024,3.79,38.238,,8.660,74,31,41,,
T,2025-11-14 13:22:19,51.53055747,0.09505568,3.79,37.897,,9.620,74,30,41,,
T,2025-11-14 13:22:20,51.53058715,0.09520041,3.79,38.200,,10.440,76,30,41,,
T,2025-11-14 13:22:21,51.53062191,0.09535540,3.79,38.208,,11.140,76,31,41,,
T,2025-11-14 13:22:22,51.53065975,0.09552260,3.79,38.434,,11.770,84,31,41,,
T,2025-11-14 13:22:23,51.53069312,0.09567911,3.79,39.545,,11.870,81,31,41,,
T,2025-11-14 13:22:24,51.53073672,0.09584531,3.79,40.736,,12.230,77,31,41,,
T,2025-11-14 13:22:25,51.53077279,0.09600505,3.79,39.375,,12.050,74,31,41,,
T,2025-11-14 13:22:26,51.53080015,0.09616328,3.79,39.415,,11.550,71,31,41,,
T,2025-11-14 13:22:27,51.53083076,0.09631912,3.79,39.455,,11.180,71,31,41,,
T,2025-11-14 13:22:28,51.53086069,0.09646852,3.79,39.541,,10.660,73,31,41,,
T,2025-11-14 13:22:29,51.53088423,0.09660294,3.79,39.864,,10.020,70,31,41,,
T,2025-11-14 13:22:30,51.53090736,0.09673154,3.79,39.961,,9.330,72,31,41,,
T,2025-11-14 13:22:31,51.53093116,0.09684956,3.79,40.170,,8.680,75,31,41,,
T,2025-11-14 13:22:32,51.53095473,0.09695355,3.79,40.316,,7.950,74,31,41,,
T,2025-11-14 13:22:33,51.53097641,0.09705915,3.79,40.387,,7.510,75,30,41,,
T,2025-11-14 13:22:34,51.53098914,0.09715655,3.79,40.390,,6.970,75,30,41,,
T,2025-11-14 13:22:35,51.53100195,0.09725352,3.79,40.590,,6.390,76,31,41,,
T,2025-11-14 13:22:36,51.53101454,0.09733905,3.79,40.673,,6.260,78,31,41,,
T,2025-11-14 13:22:37,51.53102852,0.09743107,3.79,40.933,,6.540,75,31,41,,
T,2025-11-14 13:22:38,51.53104439,0.09752379,3.79,41.132,,6.390,75,31,41,,
T,2025-11-14 13:22:39,51.53106216,0.09760728,3.79,41.038,,6.100,75,30,41,,
T,2025-11-14 13:22:40,51.53107675,0.09769854,3.79,41.157,,6.500,74,30,41,,
T,2025-11-14 13:22:41,51.53109947,0.09780069,3.79,41.124,,7.300,73,30,41,,
T,2025-11-14 13:22:42,51.53111987,0.09791359,3.79,41.489,,8.100,73,31,41,,
T,2025-11-14 13:22:43,51.53114275,0.09803489,3.79,41.668,,8.390,74,31,41,,
T,2025-11-14 13:22:44,51.53116191,0.09814951,3.79,41.633,,7.970,75,31,41,,
T,2025-11-14 13:22:45,51.53118296,0.09825282,3.79,41.402,,7.340,77,31,41,,
T,2025-11-14 13:22:46,51.53119861,0.09835124,3.79,41.799,,7.110,76,31,41,,
T,2025-11-14 13:22:47,51.53121495,0.09844927,3.79,41.683,,7.220,77,31,41,,
T,2025-11-14 13:22:48,51.53123768,0.09855157,3.79,41.670,,7.500,56,31,41,,
T,2025-11-14 13:22:49,51.53125990,0.09865605,3.79,41.227,,7.570,62,31,41,,
T,2025-11-14 13:22:50,51.53128157,0.09876503,3.79,40.904,,8.080,67,31,41,,
T,2025-11-14 13:22:51,51.53129899,0.09888524,3.79,40.814,,8.450,70,31,41,,
T,2025-11-14 13:22:52,51.53131699,0.09901199,3.79,41.340,,9.110,71,31,41,,
T,2025-11-14 13:22:53,51.53133666,0.09914414,3.79,41.621,,9.620,73,31,41,,
T,2025-11-14 13:22:54,51.53135883,0.09928448,3.79,42.184,,10.030,68,31,41,,
T,2025-11-14 13:22:55,51.53138572,0.09943111,3.79,42.565,,10.370,66,31,41,,
T,2025-11-14 13:22:56,51.53140901,0.09958877,3.79,42.845,,10.930,73,31,41,,
T,2025-11-14 13:22:57,51.53142930,0.09973956,3.79,43.368,,11.180,75,30,41,,
T,2025-11-14 13:22:58,51.53145441,0.09987886,3.79,43.924,,10.800,74,31,41,,
T,2025-11-14 13:22:59,51.53147425,0.10001908,3.79,44.353,,10.250,74,31,41,,
T,2025-11-14 13:23:00,51.53149841,0.10016247,3.79,45.019,,9.910,75,31,41,,
T,2025-11-14 13:23:01,51.53151675,0.10029650,3.79,44.863,,9.880,75,31,41,,
T,2025-11-14 13:23:02,51.53153236,0.10043053,3.79,44.997,,9.360,74,31,41,,
T,2025-11-14 13:23:03,51.53156059,0.10057123,3.79,45.131,,9.430,74,31,41,,
T,2025-11-14 13:23:04,51.53157734,0.10069479,3.79,45.115,,8.630,70,31,41,,
T,2025-11-14 13:23:05,51.53159359,0.10080579,3.79,45.288,,7.870,46,31,41,,
T,2025-11-14 13:23:06,51.53161709,0.10091702,3.79,45.158,,7.330,71,31,41,,
T,2025-11-14 13:23:07,51.53163725,0.10101931,3.79,44.875,,7.340,73,31,41,,
T,2025-11-14 13:23:08,51.53165748,0.10112401,3.79,45.014,,7.200,66,31,41,,
T,2025-11-14 13:23:09,51.53167666,0.10123475,3.79,45.168,,7.650,71,31,41,,
T,2025-11-14 13:23:10,51.53170160,0.10134844,3.79,45.226,,8.010,78,31,41,,
T,2025-11-14 13:23:11,51.53172050,0.10146071,3.79,44.722,,8.400,74,31,41,,
T,2025-11-14 13:23:12,51.53174019,0.10158325,3.79,44.542,,8.900,75,31,41,,
T,2025-11-14 13:23:13,51.53176410,0.10169961,3.79,44.395,,8.510,73,31,41,,
T,2025-11-14 13:23:14,51.53179293,0.10185906,3.79,45.460,,11.030,72,31,41,,
T,2025-11-14 13:23:15,51.53181909,0.10199028,3.79,45.747,,9.470,75,31,41,,
T,2025-11-14 13:23:16,51.53184400,0.10211833,3.79,46.018,,9.180,74,31,41,,
T,2025-11-14 13:23:17,51.53186715,0.10225221,3.79,45.925,,8.900,74,31,41,,
T,2025-11-14 13:23:18,51.53188978,0.10236898,3.79,45.485,,8.720,75,31,41,,
T,2025-11-14 13:23:19,51.53191529,0.10249714,3.79,45.302,,8.950,73,30,41,,
T,2025-11-14 13:23:20,51.53193811,0.10262494,3.79,45.155,,9.150,73,30,41,,
T,2025-11-14 13:23:21,51.53196543,0.10276645,3.79,44.936,,10.180,74,30,41,,
T,2025-11-14 13:23:22,51.53200342,0.10291472,3.79,44.369,,11.120,72,30,41,,
T,2025-11-14 13:23:23,51.53203159,0.10308741,3.79,44.650,,13.250,68,30,41,,
T,2025-11-14 13:23:24,51.53206908,0.10326595,3.79,44.243,,13.210,73,31,41,,
T,2025-11-14 13:23:25,51.53210690,0.10345688,3.79,43.785,,14.080,72,31,41,,
T,2025-11-14 13:23:26,51.53215159,0.10364538,3.79,43.227,,14.340,72,31,41,,
T,2025-11-14 13:23:27,51.53219457,0.10385333,3.79,42.904,,15.010,69,31,41,,
T,2025-11-14 13:23:28,51.53223313,0.10405693,3.79,42.437,,15.060,72,30,41,,
T,2025-11-14 13:23:29,51.53227938,0.10427051,3.79,41.853,,15.770,72,30,41,,
T,2025-11-14 13:23:30,51.53232149,0.10449787,3.79,41.679,,16.200,73,30,41,,
T,2025-11-14 13:23:31,51.53236059,0.10471347,3.79,41.839,,15.960,73,30,41,,
T,2025-11-14 13:23:32,51.53240268,0.10493401,3.79,41.971,,16.040,73,31,41,,
