#time,trackpoint_type,latitude,longitude,altitude,accuracy_horizontal,accuracy_vertical,speed,altitude_gain,altitude_loss,sensor_distance,heartrate,cadence,power
"2025-11-13T09:15:44.565Z","SEGMENT_START_MANUAL",,,,,,,,,,,,
"2025-11-13T09:15:46.366Z","TRACKPOINT",51.377186,-2.356393,56.2,5,,12.25,,,,,,
"2025-11-13T09:15:55.781Z","TRACKPOINT",51.377261,-2.356353,56.1,2,,4.46,,,,,,
"2025-11-13T09:15:56.371Z","IDLE",51.377261,-2.356353,56.1,2,,4.46,,,,,,
"2025-11-13T09:16:05.783Z","TRACKPOINT",51.37733,-2.356455,62,2,,3.51,,,,,,
"2025-11-13T09:16:12.785Z","TRACKPOINT",51.377286,-2.356583,64.6,2,,4.4,,,,,,
"2025-11-13T09:16:18.78Z","TRACKPOINT",51.377253,-2.356726,66.9,2,,4.61,,,,,,
"2025-11-13T09:16:26.786Z","TRACKPOINT",51.377231,-2.356881,71.1,2,,3.56,,,,,,
"2025-11-13T09:16:33.779Z","TRACKPOINT",51.37721,-2.35703,72.8,2,,3.37,,,,,,
"2025-11-13T09:16:43.77Z","TRACKPOINT",51.377191,-2.357156,74.7,2,,0,,,,,,
"2025-11-13T09:16:43.793Z","IDLE",51.377191,-2.357156,74.7,2,,0,,,,,,
"2025-11-13T09:16:55.786Z","TRACKPOINT",51.377281,-2.357238,77.7,4,,0,,,,,,
"2025-11-13T09:16:59.794Z","TRACKPOINT",51.377398,-2.357165,78.5,5,,0,,,,,,
"2025-11-13T09:17:03.778Z","TRACKPOINT",51.377426,-2.357331,78.8,3,,4.68,,,,,,
"2025-11-13T09:17:06.775Z","TRACKPOINT",51.377486,-2.357481,78.7,3,,4.06,,,,,,
"2025-11-13T09:17:11.787Z","TRACKPOINT",51.377566,-2.357598,76.2,2,,3.25,,,,,,
"2025-11-13T09:17:18.784Z","TRACKPOINT",51.377643,-2.357673,71.9,2,,4.33,,,,,,
"2025-11-13T09:17:24.784Z","TRACKPOINT",51.37773,-2.357766,72,2,,4.57,,,,,,
"2025-11-13T09:17:32.772Z","TRACKPOINT",51.377801,-2.357884,71.1,2,,4.17,,,,,,
"2025-11-13T09:17:40.773Z","TRACKPOINT",51.377836,-2.35803,72,2,,4.24,,,,,,
"2025-11-13T09:17:50.772Z","TRACKPOINT",51.377886,-2.358028,71.8,2,,2.52,,,,,,
"2025-11-13T09:17:50.783Z","IDLE",51.377886,-2.358028,71.8,2,,2.52,,,,,,
"2025-11-13T09:17:59.754Z","TRACKPOINT",51.377885,-2.357865,72.6,2,,3.74,,,,,,
"2025-11-13T09:18:08.78Z","TRACKPOINT",51.377881,-2.357791,73.3,2,,2.37,,,,,,
"2025-11-13T09:18:09.765Z","IDLE",51.377881,-2.357791,73.3,2,,2.37,,,,,,
"2025-11-13T09:23:31.759Z","TRACKPOINT",51.377991,-2.357683,67.9,2,,0.97,,,,,,
"2025-11-13T09:23:41.755Z","TRACKPOINT",51.377928,-2.3577,68,2,,1.58,,,,,,
"2025-11-13T09:23:41.766Z","IDLE",51.377928,-2.3577,68,2,,1.58,,,,,,
"2025-11-13T09:24:17.781Z","TRACKPOINT",51.377916,-2.357883,68.8,2,,2.73,,,,,,
"2025-11-13T09:24:20.789Z","TRACKPOINT",51.377913,-2.358041,68.4,2,,5.08,,,,,,
"2025-11-13T09:24:30.79Z","TRACKPOINT",51.377988,-2.358101,64.8,2,,2.07,,,,,,
"2025-11-13T09:24:30.805Z","IDLE",51.377988,-2.358101,64.8,2,,2.07,,,,,,
"2025-11-13T09:25:29.779Z","TRACKPOINT",51.378039,-2.35823,64.8,2,,2.4,,,,,,
"2025-11-13T09:25:32.781Z","TRACKPOINT",51.378038,-2.358399,65.7,2,,5.08,,,,,,
"2025-11-13T09:25:34.782Z","TRACKPOINT",51.378041,-2.358568,66.2,2,,0,,,,,,
"2025-11-13T09:25:36.785Z","TRACKPOINT",51.378054,-2.358775,66.6,3,,11.75,,,,,,
"2025-11-13T09:25:38.782Z","TRACKPOINT",51.378061,-2.358953,66.9,2,,14.34,,,,,,
