#time,trackpoint_type,latitude,longitude,altitude,accuracy_horizontal,accuracy_vertical,speed,altitude_gain,altitude_loss,sensor_distance,heartrate,cadence,power
"2025-11-05T09:24:16.318Z","SEGMENT_START_MANUAL",,,,,,,,,,,,
"2025-11-05T09:24:25.493Z","TRACKPOINT",51.384543,-2.387626,82.7,8,,0,,,,,,
"2025-11-05T09:24:27.473Z","TRACKPOINT",51.384589,-2.387818,82.5,8,,31.19,,,,,,
"2025-11-05T09:24:28.487Z","TRACKPOINT",51.384843,-2.388031,82.4,7,,31.52,,,,,,
"2025-11-05T09:24:30.495Z","TRACKPOINT",51.384805,-2.388264,83.3,6,,30.68,,,,,,
"2025-11-05T09:24:32.485Z","TRACKPOINT",51.384748,-2.388521,84,5,,31.82,,,,,,
"2025-11-05T09:24:34.486Z","TRACKPOINT",51.384673,-2.388766,84.4,4,,29.54,,,,,,
"2025-11-05T09:24:36.484Z","TRACKPOINT",51.384641,-2.389,84.5,4,,26.79,,,,,,
"2025-11-05T09:24:38.49Z","TRACKPOINT",51.384613,-2.389241,84.3,4,,24.3,,,,,,
"2025-11-05T09:24:40.476Z","TRACKPOINT",51.384596,-2.389466,83.8,4,,26.32,,,,,,
"2025-11-05T09:24:42.488Z","TRACKPOINT",51.384466,-2.389755,83.1,4,,25.17,,,,,,
"2025-11-05T09:24:44.499Z","TRACKPOINT",51.384408,-2.389983,82.4,4,,19.97,,,,,,
"2025-11-05T09:24:45.478Z","TRACKPOINT",51.384356,-2.390115,82.3,3,,16.39,,,,,,
"2025-11-05T09:24:50.489Z","TRACKPOINT",51.384325,-2.390251,82.5,3,,0.15,,,,,,
"2025-11-05T09:24:58.489Z","TRACKPOINT",51.384325,-2.390405,82,3,,0,,,,,,
"2025-11-05T09:25:03.523Z","TRACKPOINT",51.384303,-2.390566,82.2,3,,9.59,,,,,,
"2025-11-05T09:25:06.535Z","TRACKPOINT",51.384306,-2.390753,82,3,,16.83,,,,,,
"2025-11-05T09:25:08.525Z","TRACKPOINT",51.384319,-2.390941,82.1,3,,24.18,,,,,,
"2025-11-05T09:25:10.523Z","TRACKPOINT",51.384315,-2.39118,82,2,,31.62,,,,,,
"2025-11-05T09:25:12.529Z","TRACKPOINT",51.384305,-2.391456,80.7,3,,35.41,,,,,,
"2025-11-05T09:25:13.544Z","TRACKPOINT",51.384301,-2.391606,80.3,2,,37.84,,,,,,
"2025-11-05T09:25:14.539Z","TRACKPOINT",51.384301,-2.391766,79.9,2,,39.83,,,,,,
"2025-11-05T09:25:15.536Z","TRACKPOINT",51.3843,-2.391928,79.2,2,,41.96,,,,,,
"2025-11-05T09:25:16.536Z","TRACKPOINT",51.384298,-2.392101,78.8,2,,43.85,,,,,,
"2025-11-05T09:25:17.544Z","TRACKPOINT",51.384295,-2.392276,78.6,2,,44.51,,,,,,
"2025-11-05T09:25:18.523Z","TRACKPOINT",51.384296,-2.392461,78.2,2,,45.8,,,,,,
"2025-11-05T09:25:19.529Z","TRACKPOINT",51.384305,-2.392656,77.4,2,,47.84,,,,,,
