#time,trackpoint_type,latitude,longitude,altitude,accuracy_horizontal,accuracy_vertical,speed,altitude_gain,altitude_loss,sensor_distance,heartrate,cadence,power
"2025-11-10T11:28:31.231Z","SEGMENT_START_MANUAL",,,,,,,,,,,,
"2025-11-10T11:28:34.571Z","TRACKPOINT",51.391543,-2.353634,117.1,8,,0,,,,,,
"2025-11-10T11:28:35.561Z","TRACKPOINT",51.39165,-2.35347,116.9,7,,5.47,,,,,,
"2025-11-10T11:28:36.543Z","TRACKPOINT",51.391535,-2.353423,106.9,6,,3.89,,,,,,
"2025-11-10T11:28:37.566Z","TRACKPOINT",51.391435,-2.353605,102.2,6,,4.32,,,,,,
"2025-11-10T11:28:38.551Z","TRACKPOINT",51.391471,-2.353438,102.4,5,,2.69,,,,,,
"2025-11-10T11:28:40.54Z","TRACKPOINT",51.391441,-2.353621,102.2,5,,1.25,,,,,,
"2025-11-10T11:28:50.107Z","TRACKPOINT",51.391476,-2.353566,91.7,2,,0.86,,,,,,
"2025-11-10T11:28:50.552Z","IDLE",51.391476,-2.353566,91.7,2,,0.86,,,,,,
"2025-11-10T11:29:03.117Z","TRACKPOINT",51.391445,-2.353715,84.4,2,,4.29,,,,,,
"2025-11-10T11:29:06.109Z","TRACKPOINT",51.391401,-2.353866,83.4,3,,8.92,,,,,,
"2025-11-10T11:29:08.099Z","TRACKPOINT",51.391335,-2.354016,82,3,,13,,,,,,
"2025-11-10T11:29:10.119Z","TRACKPOINT",51.391251,-2.354161,80.9,3,,17.11,,,,,,
"2025-11-10T11:29:12.092Z","TRACKPOINT",51.391133,-2.35432,79.5,3,,20.4,,,,,,
"2025-11-10T11:29:14.096Z","TRACKPOINT",51.391041,-2.354501,78.8,2,,27.23,,,,,,
"2025-11-10T11:29:16.114Z","TRACKPOINT",51.390959,-2.354706,77.7,2,,26.81,,,,,,
"2025-11-10T11:29:18.11Z","TRACKPOINT",51.390888,-2.354895,77.8,2,,25.48,,,,,,
"2025-11-10T11:29:20.173Z","TRACKPOINT",51.39082,-2.35506,78.5,2,,25.24,,,,,,
"2025-11-10T11:29:22.108Z","TRACKPOINT",51.39076,-2.355236,78.9,2,,23.09,,,,,,
"2025-11-10T11:29:24.09Z","TRACKPOINT",51.390713,-2.35538,79.8,2,,15.95,,,,,,
"2025-11-10T11:29:29.121Z","TRACKPOINT",51.390666,-2.355508,79.2,2,,0,,,,,,
"2025-11-10T11:29:39.116Z","TRACKPOINT",51.390666,-2.355508,79.4,1,,0,,,,,,
"2025-11-10T11:29:39.133Z","IDLE",51.390666,-2.355508,79.4,1,,0,,,,,,
"2025-11-10T11:29:51.113Z","TRACKPOINT",51.39062,-2.355641,78.9,2,,15.75,,,,,,
"2025-11-10T11:29:53.113Z","TRACKPOINT",51.390563,-2.355781,79,2,,22.35,,,,,,
"2025-11-10T11:29:55.111Z","TRACKPOINT",51.390496,-2.355951,79.2,2,,26.27,,,,,,
"2025-11-10T11:29:57.105Z","TRACKPOINT",51.390425,-2.356138,79.2,2,,28.13,,,,,,
"2025-11-10T11:29:59.105Z","TRACKPOINT",51.390341,-2.356353,78.8,2,,31.74,,,,,,
"2025-11-10T11:30:01.108Z","TRACKPOINT",51.390258,-2.356563,78.5,2,,30.42,,,,,,
"2025-11-10T11:30:03.096Z","TRACKPOINT",51.390179,-2.356768,78.8,2,,30.27,,,,,,
"2025-11-10T11:30:05.11Z","TRACKPOINT",51.390125,-2.35697,79.7,2,,25.98,,,,,,
"2025-11-10T11:30:07.105Z","TRACKPOINT",51.390083,-2.357148,80.1,2,,21.93,,,,,,
"2025-11-10T11:30:09.089Z","TRACKPOINT",51.390053,-2.357306,80.4,2,,19.53,,,,,,
"2025-11-10T11:30:11.091Z","TRACKPOINT",51.390031,-2.357453,80.6,2,,15.68,,,,,,
"2025-11-10T11:30:14.091Z","TRACKPOINT",51.390003,-2.357613,80.8,2,,11.67,,,,,,
"2025-11-10T11:30:17.101Z","TRACKPOINT",51.389963,-2.357773,81.3,2,,18.48,,,,,,
"2025-11-10T11:30:19.106Z","TRACKPOINT",51.389915,-2.357916,81.7,2,,22.19,,,,,,
"2025-11-10T11:30:21.112Z","TRACKPOINT",51.389845,-2.358071,82.4,2,,23.88,,,,,,
"2025-11-10T11:30:23.109Z","TRACKPOINT",51.389768,-2.358218,83.1,2,,25.42,,,,,,
"2025-11-10T11:30:25.11Z","TRACKPOINT",51.389686,-2.358378,83.8,2,,22.86,,,,,,
"2025-11-10T11:30:27.113Z","TRACKPOINT",51.389613,-2.3585,84.2,2,,18.47,,,,,,
"2025-11-10T11:30:30.109Z","TRACKPOINT",51.38953,-2.358613,84.5,2,,11.33,,,,,,
"2025-11-10T11:30:40.111Z","TRACKPOINT",51.389465,-2.358691,85.7,2,,0,,,,,,
"2025-11-10T11:30:40.126Z","IDLE",51.389465,-2.358691,85.7,2,,0,,,,,,
"2025-11-10T11:31:05.1Z","TRACKPOINT",51.389376,-2.358646,88.8,2,,0,,,,,,
"2025-11-10T11:31:11.113Z","TRACKPOINT",51.389293,-2.358733,90.3,2,,0,,,,,,
"2025-11-10T11:31:19.105Z","TRACKPOINT",51.389208,-2.358828,91.6,2,,5.84,,,,,,
"2025-11-10T11:31:22.106Z","TRACKPOINT",51.389114,-2.35893,91.4,2,,6.07,,,,,,
"2025-11-10T11:31:24.126Z","TRACKPOINT",51.389036,-2.359016,91.5,2,,7.4,,,,,,
"2025-11-10T11:31:26.115Z","TRACKPOINT",51.388935,-2.359099,90.7,2,,9.97,,,,,,
"2025-11-10T11:31:28.11Z","TRACKPOINT",51.388845,-2.359115,90.2,2,,11.82,,,,,,
"2025-11-10T11:31:30.108Z","TRACKPOINT",51.388745,-2.359143,89.5,2,,12.96,,,,,,
"2025-11-10T11:31:32.104Z","TRACKPOINT",51.388651,-2.359165,88,2,,14.45,,,,,,
"2025-11-10T11:31:34.112Z","TRACKPOINT",51.38853,-2.359123,86.5,3,,16.22,,,,,,
"2025-11-10T11:31:36.114Z","TRACKPOINT",51.388413,-2.359108,85.8,3,,17.23,,,,,,
"2025-11-10T11:31:38.117Z","TRACKPOINT",51.388316,-2.359116,85.4,2,,18.3,,,,,,
"2025-11-10T11:31:41.113Z","TRACKPOINT",51.388213,-2.359121,84,2,,17.79,,,,,,
"2025-11-10T11:31:45.118Z","TRACKPOINT",51.388081,-2.359133,84.7,2,,14.51,,,,,,
"2025-11-10T11:31:47.117Z","TRACKPOINT",51.387965,-2.359138,83.3,2,,14.59,,,,,,
"2025-11-10T11:31:49.087Z","TRACKPOINT",51.387845,-2.359136,82.4,2,,16.11,,,,,,
"2025-11-10T11:31:51.088Z","TRACKPOINT",51.387723,-2.359145,81.9,3,,18.74,,,,,,
"2025-11-10T11:31:53.091Z","TRACKPOINT",51.387605,-2.359156,81.7,3,,21.4,,,,,,
"2025-11-10T11:31:55.091Z","TRACKPOINT",51.387496,-2.359171,81.8,3,,22.85,,,,,,
"2025-11-10T11:31:58.092Z","TRACKPOINT",51.387371,-2.359191,77.2,2,,21.71,,,,,,
"2025-11-10T11:32:01.096Z","TRACKPOINT",51.387266,-2.359221,77.1,2,,18.19,,,,,,
"2025-11-10T11:32:04.112Z","TRACKPOINT",51.387165,-2.359253,75.8,2,,15.34,,,,,,
"2025-11-10T11:32:07.118Z","TRACKPOINT",51.387051,-2.359258,72.3,2,,14.54,,,,,,
"2025-11-10T11:32:10.115Z","TRACKPOINT",51.386926,-2.35931,68.9,2,,14.96,,,,,,
"2025-11-10T11:32:12.114Z","TRACKPOINT",51.386831,-2.359395,68.4,2,,16.94,,,,,,
"2025-11-10T11:32:14.116Z","TRACKPOINT",51.386718,-2.359465,67.9,2,,18.97,,,,,,
"2025-11-10T11:32:16.118Z","TRACKPOINT",51.386595,-2.359528,66.6,2,,28.06,,,,,,
"2025-11-10T11:32:18.113Z","TRACKPOINT",51.386454,-2.359588,65.4,2,,28.68,,,,,,
