#time,trackpoint_type,latitude,longitude,altitude,accuracy_horizontal,accuracy_vertical,speed,altitude_gain,altitude_loss,sensor_distance,heartrate,cadence,power
"2025-11-19T09:40:22.491Z","SEGMENT_START_MANUAL",,,,,,,,,,,,
"2025-11-19T09:40:27.347Z","TRACKPOINT",51.37785,-2.357863,83.3,7,,0,,,,,,
"2025-11-19T09:40:37.322Z","TRACKPOINT",51.377859,-2.357798,102.1,4,,5.54,,,,,,
"2025-11-19T09:40:37.402Z","IDLE",51.377859,-2.357798,102.1,4,,5.54,,,,,,
"2025-11-19T09:40:40.756Z","TRACKPOINT",51.377873,-2.357986,101.6,3,,7.67,,,,,,
"2025-11-19T09:40:43.762Z","TRACKPOINT",51.37788,-2.35819,97.7,2,,10.65,,,,,,
"2025-11-19T09:40:46.755Z","TRACKPOINT",51.377878,-2.358365,94.3,2,,12.28,,,,,,
"2025-11-19T09:40:49.757Z","TRACKPOINT",51.377883,-2.358555,92.9,2,,11.18,,,,,,
"2025-11-19T09:40:52.748Z","TRACKPOINT",51.377901,-2.358765,91.8,2,,12.52,,,,,,
"2025-11-19T09:40:54.737Z","TRACKPOINT",51.377915,-2.35891,91.5,2,,13.1,,,,,,
"2025-11-19T09:40:57.731Z","TRACKPOINT",51.377933,-2.359123,91,2,,13.54,,,,,,
"2025-11-19T09:41:02.76Z","TRACKPOINT",51.377948,-2.359291,89.4,2,,12.41,,,,,,
"2025-11-19T09:41:12.76Z","TRACKPOINT",51.377955,-2.359371,90.4,2,,5.39,,,,,,
"2025-11-19T09:41:12.774Z","IDLE",51.377955,-2.359371,90.4,2,,5.39,,,,,,
"2025-11-19T09:41:19.76Z","TRACKPOINT",51.378016,-2.359261,88.3,2,,1.48,,,,,,
"2025-11-19T09:41:29.744Z","TRACKPOINT",51.378063,-2.359368,87.4,2,,1.91,,,,,,
"2025-11-19T09:41:29.772Z","IDLE",51.378063,-2.359368,87.4,2,,1.91,,,,,,
"2025-11-19T09:41:33.736Z","TRACKPOINT",51.378096,-2.359538,86.8,2,,6.09,,,,,,
"2025-11-19T09:41:39.752Z","TRACKPOINT",51.378039,-2.35967,86,2,,8.49,,,,,,
"2025-11-19T09:41:42.766Z","TRACKPOINT",51.377949,-2.359778,86.3,2,,8.08,,,,,,
"2025-11-19T09:41:45.748Z","TRACKPOINT",51.377893,-2.359933,86.1,2,,7.65,,,,,,
"2025-11-19T09:41:48.758Z","TRACKPOINT",51.377846,-2.360125,87.1,2,,9.77,,,,,,
"2025-11-19T09:41:51.752Z","TRACKPOINT",51.377823,-2.360338,89.5,2,,11.9,,,,,,
"2025-11-19T09:41:53.738Z","TRACKPOINT",51.377825,-2.360491,91,2,,13.27,,,,,,
