type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2025-10-21 18:18:10,51.52565366,0.11826886,9.94,52.822,,0.000,,19,42,,
T,2025-10-21 18:18:11,51.52565366,0.11826881,9.94,52.822,,0.000,,19,42,,
T,2025-10-21 18:18:12,51.52565367,0.11826870,9.94,52.801,,0.000,,18,42,,
T,2025-10-21 18:18:13,51.52565367,0.11826866,9.94,52.811,,0.000,,18,42,,
T,2025-10-21 18:18:14,51.52565365,0.11826858,9.94,52.802,,0.000,,19,42,,
T,2025-10-21 18:18:15,51.52565367,0.11826849,9.94,52.799,,0.000,,19,42,,
T,2025-10-21 18:18:16,51.52565372,0.11826844,9.94,52.799,,0.000,,19,42,,
T,2025-10-21 18:18:17,51.52565455,0.11826820,9.94,52.971,,0.000,,19,42,,
T,2025-10-21 18:18:18,51.52565516,0.11826804,9.94,52.985,,0.000,,21,42,,
T,2025-10-21 18:18:19,51.52565545,0.11826790,9.94,52.990,,0.000,,21,42,,
T,2025-10-21 18:18:20,51.52565598,0.11826801,9.94,53.173,,0.000,,21,42,,
T,2025-10-21 18:18:21,51.52565705,0.11826790,9.94,53.140,,0.000,,24,42,,
T,2025-10-21 18:18:22,51.52565819,0.11826779,9.94,53.196,,0.000,,24,42,,
T,2025-10-21 18:18:23,51.52565853,0.11826758,9.94,53.026,,0.000,,24,42,,
T,2025-10-21 18:18:24,51.52565946,0.11826729,9.94,53.006,,0.000,,23,42,,
T,2025-10-21 18:18:25,51.52565986,0.11826713,9.94,52.988,,0.000,,23,42,,
